interval,origin,destination,count
92,E1_3_SB,E21_24_WB,3
92,E20_21_EB,E2_6_NB,3
92,E23_24_NB,E1_3_NB,2
92,E3_4_EB,E18_20_SWB,1
93,E13_24_EB,E2_6_SB,2
93,E19_20_NB,E3_12_NB,4
93,E1_2_EB,E12_13_SB,2
93,E1_2_WB,E20_22_SEB,1
93,E1_2_WB,E21_24_EB,1
93,E1_3_SB,E21_24_WB,3
93,E20_21_EB,E2_6_NB,2
93,E23_24_NB,E1_3_NB,2
93,E2_6_SB,E12_13_SB,2
93,E3_4_EB,E18_20_SWB,2
94,E13_24_EB,E2_6_SB,3
94,E19_20_NB,E3_12_NB,2
94,E1_2_WB,E20_22_SEB,1
94,E1_2_WB,E21_24_EB,1
94,E23_24_NB,E1_3_NB,2
94,E3_4_EB,E18_20_SWB,1
95,E1_2_WB,E20_22_SEB,3
95,E1_3_SB,E21_24_WB,1
95,E20_21_EB,E2_6_NB,1
95,E23_24_NB,E1_3_NB,2
95,E2_6_SB,E12_13_SB,2
95,E3_4_EB,E18_20_SWB,3
96,E13_24_EB,E2_6_SB,1
96,E1_2_EB,E12_13_SB,1
96,E1_2_WB,E20_22_SEB,1
96,E20_21_EB,E2_6_NB,2
96,E2_6_SB,E12_13_SB,1
96,E3_4_EB,E18_20_SWB,1
97,E13_24_EB,E2_6_SB,2
97,E19_20_NB,E3_12_NB,1
97,E1_2_EB,E12_13_SB,2
97,E1_2_WB,E20_22_SEB,3
97,E1_3_SB,E21_24_WB,2
97,E20_21_EB,E2_6_NB,1
97,E23_24_NB,E1_3_NB,1
97,E3_4_EB,E18_20_SWB,3
98,E13_24_EB,E2_6_SB,1
98,E1_2_WB,E20_22_SEB,3
98,E1_2_WB,E21_24_EB,1
98,E1_3_SB,E21_24_WB,2
98,E20_21_EB,E2_6_NB,4
98,E2_6_SB,E12_13_SB,2
99,E19_20_NB,E3_12_NB,3
99,E23_24_NB,E1_3_NB,2
99,E3_4_EB,E18_20_SWB,2
100,E13_24_EB,E2_6_SB,3
100,E1_2_EB,E12_13_SB,2
100,E1_2_WB,E20_22_SEB,4
100,E1_2_WB,E21_24_EB,1
100,E1_3_SB,E21_24_WB,1
100,E23_24_NB,E1_3_NB,2
100,E3_4_EB,E18_20_SWB,2
101,E13_24_EB,E2_6_SB,2
101,E19_20_NB,E3_12_NB,2
101,E1_2_EB,E12_13_SB,1
101,E1_2_WB,E20_22_SEB,3
101,E1_2_WB,E21_24_EB,1
101,E1_3_SB,E21_24_WB,3
101,E20_21_EB,E2_6_NB,1
101,E23_24_NB,E1_3_NB,1
101,E2_6_SB,E12_13_SB,1
101,E3_4_EB,E18_20_SWB,2
102,E13_24_EB,E2_6_SB,3
102,E1_2_EB,E12_13_SB,2
102,E1_2_WB,E20_22_SEB,1
102,E1_2_WB,E21_24_EB,2
102,E1_3_SB,E21_24_WB,1
102,E23_24_NB,E1_3_NB,2
102,E2_6_SB,E12_13_SB,2
102,E3_4_EB,E18_20_SWB,1
103,E19_20_NB,E3_12_NB,1
103,E1_2_EB,E12_13_SB,1
103,E1_2_WB,E20_22_SEB,2
103,E1_3_SB,E21_24_WB,1
103,E20_21_EB,E2_6_NB,2
103,E23_24_NB,E1_3_NB,7
103,E2_6_SB,E12_13_SB,1
103,E3_4_EB,E18_20_SWB,3
104,E19_20_NB,E3_12_NB,3
104,E1_2_WB,E20_22_SEB,1
104,E1_2_WB,E21_24_EB,3
104,E20_21_EB,E2_6_NB,1
104,E23_24_NB,E1_3_NB,3
104,E2_6_SB,E12_13_SB,5
105,E13_24_EB,E2_6_SB,6
105,E1_2_EB,E12_13_SB,1
105,E1_2_WB,E20_22_SEB,1
105,E1_2_WB,E21_24_EB,2
105,E20_21_EB,E2_6_NB,1
105,E2_6_SB,E12_13_SB,1
106,E13_24_EB,E2_6_SB,2
106,E19_20_NB,E3_12_NB,1
106,E1_2_EB,E12_13_SB,3
106,E1_2_WB,E21_24_EB,1
106,E1_3_SB,E21_24_WB,1
106,E20_21_EB,E2_6_NB,1
106,E23_24_NB,E1_3_NB,1
106,E2_6_SB,E12_13_SB,1
107,E13_24_EB,E2_6_SB,1
107,E1_2_WB,E21_24_EB,2
107,E1_3_SB,E21_24_WB,1
107,E20_21_EB,E2_6_NB,1
107,E23_24_NB,E1_3_NB,2
107,E2_6_SB,E12_13_SB,1
107,E3_4_EB,E18_20_SWB,1
108,E13_24_EB,E2_6_SB,2
108,E19_20_NB,E3_12_NB,3
108,E1_2_EB,E12_13_SB,6
108,E1_2_WB,E21_24_EB,1
108,E20_21_EB,E2_6_NB,1
108,E23_24_NB,E1_3_NB,2
109,E1_2_WB,E20_22_SEB,3
109,E1_2_WB,E21_24_EB,2
109,E1_3_SB,E21_24_WB,1
109,E20_21_EB,E2_6_NB,2
109,E23_24_NB,E1_3_NB,4
109,E2_6_SB,E12_13_SB,1
109,E3_4_EB,E18_20_SWB,2
110,E19_20_NB,E3_12_NB,1
110,E1_2_EB,E12_13_SB,2
110,E1_2_WB,E20_22_SEB,1
110,E1_2_WB,E21_24_EB,1
110,E1_3_SB,E21_24_WB,2
110,E20_21_EB,E2_6_NB,4
110,E3_4_EB,E18_20_SWB,1
111,E13_24_EB,E2_6_SB,2
111,E19_20_NB,E3_12_NB,3
111,E1_2_EB,E12_13_SB,2
111,E1_2_WB,E20_22_SEB,2
111,E1_3_SB,E21_24_WB,2
111,E3_4_EB,E18_20_SWB,1
112,E13_24_EB,E2_6_SB,3
112,E19_20_NB,E3_12_NB,1
112,E1_2_EB,E12_13_SB,5
112,E1_2_WB,E20_22_SEB,2
112,E1_2_WB,E21_24_EB,3
112,E20_21_EB,E2_6_NB,2
112,E23_24_NB,E1_3_NB,2
112,E2_6_SB,E12_13_SB,2
113,E13_24_EB,E2_6_SB,4
113,E19_20_NB,E3_12_NB,3
113,E1_2_WB,E20_22_SEB,1
113,E1_2_WB,E21_24_EB,2
113,E1_3_SB,E21_24_WB,1
113,E20_21_EB,E2_6_NB,2
113,E23_24_NB,E1_3_NB,2
113,E2_6_SB,E12_13_SB,1
113,E3_4_EB,E18_20_SWB,3
114,E13_24_EB,E2_6_SB,2
114,E19_20_NB,E3_12_NB,2
114,E1_2_EB,E12_13_SB,2
114,E1_2_WB,E20_22_SEB,2
114,E1_2_WB,E21_24_EB,3
114,E23_24_NB,E1_3_NB,2
114,E2_6_SB,E12_13_SB,1
114,E3_4_EB,E18_20_SWB,1
115,E13_24_EB,E2_6_SB,3
115,E19_20_NB,E3_12_NB,2
115,E1_2_EB,E12_13_SB,4
115,E1_2_WB,E20_22_SEB,2
115,E1_2_WB,E21_24_EB,2
115,E20_21_EB,E2_6_NB,1
115,E2_6_SB,E12_13_SB,1
115,E3_4_EB,E18_20_SWB,1
116,E13_24_EB,E2_6_SB,1
116,E1_2_EB,E12_13_SB,2
116,E1_2_WB,E20_22_SEB,2
116,E1_2_WB,E21_24_EB,3
116,E1_3_SB,E21_24_WB,1
116,E20_21_EB,E2_6_NB,3
116,E23_24_NB,E1_3_NB,1
116,E3_4_EB,E18_20_SWB,1
117,E13_24_EB,E2_6_SB,1
117,E19_20_NB,E3_12_NB,1
117,E1_2_EB,E12_13_SB,2
117,E1_2_WB,E21_24_EB,2
117,E1_3_SB,E21_24_WB,2
117,E20_21_EB,E2_6_NB,2
117,E23_24_NB,E1_3_NB,2
118,E13_24_EB,E2_6_SB,1
118,E19_20_NB,E3_12_NB,1
118,E1_2_EB,E12_13_SB,1
118,E1_2_WB,E20_22_SEB,5
118,E1_2_WB,E21_24_EB,4
118,E23_24_NB,E1_3_NB,2
118,E2_6_SB,E12_13_SB,2
119,E19_20_NB,E3_12_NB,2
119,E1_2_EB,E12_13_SB,2
119,E1_2_WB,E20_22_SEB,1
119,E1_2_WB,E21_24_EB,1
119,E20_21_EB,E2_6_NB,2
119,E3_4_EB,E18_20_SWB,1
120,E13_24_EB,E2_6_SB,1
120,E19_20_NB,E3_12_NB,3
120,E1_2_EB,E12_13_SB,2
120,E1_2_WB,E20_22_SEB,1
120,E1_2_WB,E21_24_EB,3
120,E1_3_SB,E21_24_WB,3
120,E20_21_EB,E2_6_NB,4
120,E23_24_NB,E1_3_NB,1
120,E2_6_SB,E12_13_SB,2
120,E3_4_EB,E18_20_SWB,4
121,E1_2_EB,E12_13_SB,2
121,E1_2_WB,E20_22_SEB,1
121,E1_2_WB,E21_24_EB,2
121,E1_3_SB,E21_24_WB,1
121,E23_24_NB,E1_3_NB,2
121,E2_6_SB,E12_13_SB,2
121,E3_4_EB,E18_20_SWB,1
